staffpin,confirmation_date
00117933,2009-08-01
00117935,2009-08-01
00117937,2009-08-01
00117943,2009-05-01
00117948,2009-05-01
00117953,2009-10-01
00117968,2010-09-01
00117972,2010-11-01
00117977,2010-11-01
00117994,2011-01-01
00117995,2011-01-01
00117998,2011-01-01
00118047,2007-07-01
00118049,2007-11-01
00118062,2008-04-01
00118065,2008-04-01
00118074,2008-04-01
00118080,2008-06-01
00118086,2008-06-01
00118090,2008-06-01
00118097,2008-06-01
00118098,2008-06-01
00118107,2008-05-01
00118118,2008-05-01
00118128,2008-05-01
00118129,2008-05-01
00118138,2008-05-01
00118168,2008-05-01
00118190,2008-05-01
00118193,2008-05-01
00118199,2008-05-01
00118201,2008-05-01
00118208,2008-04-01
00118218,2008-04-01
00118219,2008-04-01
00118225,2008-04-01
00118233,2008-04-01
00118234,2008-04-01
00118247,2008-04-01
00118250,2008-04-01
00118255,2007-12-01
00118257,2008-04-01
00118260,2008-04-01
00118269,2008-04-01
00118311,2008-04-01
00118332,2008-05-01
00118334,2008-05-01
00118336,2008-05-01
00118343,2008-05-01
00118344,2008-05-01
00118345,2008-05-01
00118351,2008-05-01
00118354,2008-05-01
00118357,2008-05-01
00118358,2008-05-01
00118360,2008-05-01
00118361,2008-05-01
00118376,2008-05-01
00118377,2008-05-01
00118395,2008-05-01
00118400,2008-05-01
00118402,2008-05-01
00118405,2008-05-01
00118420,2008-03-01
00118431,2008-03-01
00118445,2008-04-01
00118447,2008-04-01
00118454,2008-04-01
00118456,2008-04-01
00118461,2008-04-01
00118466,2008-04-01
00118469,2008-04-01
00118470,2008-04-01
00118472,2008-04-01
00118474,2008-04-01
00118477,2008-04-01
00118495,2008-05-01
00118510,2008-05-01
00118511,2008-05-01
00118527,2008-05-01
00118552,2008-04-01
00118556,2008-05-01
00118559,2008-05-01
00118562,2008-05-01
00118571,2008-05-01
00118573,2008-05-01
00118583,2008-05-01
00118589,2008-05-01
00118598,2008-05-01
00118608,2008-05-01
00118628,2008-05-01
00118637,2008-05-01
00118639,2008-04-01
00118646,2008-04-01
00118664,2008-05-01
00118666,2008-05-01
00118669,2008-05-01
00118672,2008-05-01
00118674,2008-05-01
00118692,2008-05-01
00118705,2008-05-01
00118713,2008-05-01
00118727,2008-05-01
00118729,2008-05-01
00118732,2008-05-01
00118733,2008-05-01
00118739,2008-05-01
00118740,2008-05-01
00118752,2008-04-01
00118755,2008-05-01
00118758,2008-05-01
00118762,2008-05-01
00118767,2008-05-01
00118774,2008-05-01
00118783,2008-05-01
00118784,2008-05-01
00118786,2008-05-01
00118787,2008-05-01
00118791,2008-05-01
00118829,2008-05-01
00118833,2008-05-01
00118836,2008-05-01
00118837,2008-05-01
00118842,2008-05-01
00118847,2008-05-01
00118850,2008-05-01
00118852,2008-05-01
00118853,2008-05-01
00118859,2008-05-01
00118864,2008-05-01
00118865,2008-05-01
00118877,2008-05-01
00118885,2008-05-01
00118888,2008-05-01
00118891,2008-05-01
00118892,2008-05-01
00118904,2008-05-01
00118918,2008-04-01
00118921,2008-04-01
00118925,2008-04-01
00118927,2008-04-01
00118930,2008-04-01
00118932,2008-04-01
00118940,2008-04-01
00118944,2008-04-01
00118959,2008-04-01
00118961,2008-04-01
00118966,2008-04-01
00118976,2008-04-01
00118982,2008-04-01
00118991,2008-05-01
00118995,2008-05-01
00118996,2008-05-01
00119001,2008-05-01
00119008,2008-05-01
00119011,2008-05-01
00119012,2008-05-01
00119018,2008-05-01
00119037,2008-05-01
00119039,2008-05-01
00119040,2008-05-01
00119043,2008-05-01
00119050,2008-05-01
00119051,2008-05-01
00119058,2008-05-01
00119069,2008-10-01
00119070,2008-10-01
00119071,2008-10-01
00119072,2008-10-01
00119083,2007-12-01
00119086,2007-06-01
00119089,2008-06-01
00119102,2008-04-01
00119103,2008-04-01
00119104,2008-04-01
00119105,2008-04-01
00119124,2008-04-01
00119127,2008-04-01
00119129,2008-04-01
00119131,2008-04-01
00119133,2008-04-01
00119137,2008-04-01
00119139,2008-04-01
00119140,2008-04-01
00119145,2008-09-01
00119147,2007-08-01
00119148,2005-12-01
00119159,2008-10-01
00119160,2008-10-01
00119161,2008-10-01
00119169,2008-09-01
00119174,2008-09-01
00119181,2007-08-01
00119183,2008-04-01
00119195,2007-12-01
00119197,2007-11-01
00119198,2007-11-01
00119203,2005-12-01
00119215,2008-04-01
00119216,2008-04-01
00119218,2008-11-01
00119225,2008-08-01
00119226,2008-11-01
00119242,2008-05-01
00119251,2007-02-01
00119255,2007-09-01
00119264,2006-12-01
00119266,2005-12-01
00119267,2007-05-01
00119273,2008-12-01
00119274,2008-12-01
00119282,2008-12-01
00119293,2008-12-01
00119296,2008-12-01
00119312,2008-12-01
00119316,2008-12-01
00119326,2008-12-01
00119362,2008-12-01
00119366,2008-05-01
00119370,2008-12-01
00119383,2008-04-01
00119404,2007-10-01
00119413,2008-01-01
00119417,2007-12-01
00119421,2007-12-01
00119424,2007-11-01
00119425,2007-09-01
00119428,2008-11-01
00119432,2008-04-01
00119437,2008-04-01
00119441,2008-04-01
00119442,2008-04-01
00119448,2008-05-01
00119453,2008-02-01
00119462,2008-02-01
00119473,2008-04-01
00119479,2008-03-01
00119483,2008-02-01
00119495,2008-05-01
00119496,2007-05-01
00119502,2008-04-01
00119505,2008-02-01
00119515,2008-05-01
00119517,2008-05-01
00119546,2007-10-01
00119547,2007-08-01
00119553,2008-05-01
00119554,2008-05-01
00119557,2008-04-01
00119559,2008-06-01
00119564,2008-06-01
00119571,2008-02-01
00119576,2009-01-01
00119580,2007-12-01
00119596,2008-07-01
00119600,2008-07-01
00119606,2008-05-01
00119612,2008-09-01
00119613,2008-09-01
00119616,2008-10-01
00119634,2008-12-01
00119657,2008-10-01
00119662,2008-11-01
00119672,2008-12-01
00119707,2008-12-01
00119708,2008-12-01
00119712,2008-07-01
00119713,2008-07-01
00119716,2008-07-01
00119723,2008-07-01
00119728,2008-06-01
00119755,2008-11-01
00119761,2008-12-01
00119796,2008-04-01
00119799,2009-03-01
00119806,2009-01-01
00119821,2009-03-01
00119839,2008-07-01
00119845,2009-05-01
00119851,2009-05-01
00119858,2009-05-01
00119861,2009-05-01
00119864,2009-07-01
00119872,2009-10-01
00119881,2010-04-01
00119891,2010-11-01
00119893,2010-11-01
00119894,2010-11-01
00119896,2010-11-01
00119906,2010-11-01
00119925,2011-03-01
00119930,2011-03-01
00119931,2011-03-01
00119942,2011-03-01
00119946,2011-03-01
00119966,2011-05-01
00119970,2011-06-01
00119974,2011-06-01
00119977,2011-06-01
00119988,2011-07-01
00119990,2011-06-01
00119992,2011-06-01
00119993,2011-06-01
00119994,2011-06-01
00119996,2011-06-01
00119997,2011-06-01
00119998,2011-06-01
00120000,2011-06-01
00120012,2008-06-01
00120025,2009-01-01
00120033,2008-12-01
00120034,2008-12-01
00120060,2009-03-01
00120067,2009-02-01
00120075,2009-03-01
00120082,2009-04-01
00120085,2009-05-01
00120101,2009-05-01
00120110,2009-05-01
00120122,2009-05-01
00120123,2009-05-01
00120133,2009-10-01
00120135,2009-10-01
00120142,2010-08-01
00120166,2010-09-01
00120175,2010-11-01
00120178,2010-10-01
00120198,2011-01-01
00120200,2011-01-01
00120205,2011-01-01
00120206,2011-01-01
00120213,2011-01-01
00120214,2011-01-01
00120219,2011-01-01
00120223,2011-01-01
00120225,2011-01-01
00120234,2011-01-01
00120237,2011-01-01
00120241,2011-03-01
00120242,2011-03-01
00120249,2011-03-01
00120255,2011-03-01
00120256,2011-03-01
00120258,2011-03-01
00120259,2011-03-01
00120265,2011-03-01
00120280,2011-03-01
00120290,2011-03-01
00120312,2011-03-01
00120315,2011-05-01
00120316,2011-05-01
00120323,2011-05-01
00120324,2011-05-01
00120332,2011-05-01
00120340,2011-05-01
00120342,2011-05-01
00120343,2011-05-01
00120345,2011-05-01
00120346,2011-05-01
00120348,2011-05-01
00120351,2011-05-01
00120367,2011-06-01
00120374,2011-06-01
00120376,2011-06-01
00120380,2011-07-01
00120381,2011-07-01
00120382,2011-07-01
00120384,2011-07-01
00120388,2011-07-01
00120392,2011-07-01
00120398,2011-06-01
00120399,2011-06-01
00120408,2011-06-01
00120409,2011-06-01
00120410,2011-06-01
00120415,2011-06-01
00120416,2011-06-01
00120417,2011-06-01
00120419,2011-06-01
00120420,2011-11-01
00120423,2011-07-01
00120425,2011-07-01
00120429,2011-06-01
00120432,2011-07-01
00120434,2011-07-01
00120440,2011-07-01
00120456,2012-01-01
00120457,2011-09-01
00120467,2011-10-01
00120469,2011-10-01
00120476,2011-11-01
00120477,2011-11-01
00120484,2011-11-01
00120496,2011-11-01
00120499,2012-01-01
00120506,2012-02-01
00120508,2012-03-01
00120509,2012-03-01
00120535,2012-04-01
00120538,2012-05-01
00120544,2012-06-01
00120545,2012-06-01
00120546,2012-06-01
00120547,2012-06-01
00120549,2012-06-01
00120580,2013-01-01
00120588,2013-01-01
00120592,2013-01-01
00120602,2013-02-01
00120603,2013-02-01
00120608,2013-02-01
00120609,2013-02-01
00120615,2013-03-01
00120627,2012-04-23
00120630,2012-04-23
00120639,2013-05-01
00120642,2013-05-01
00120657,2013-06-01
00120660,2013-06-01
00120663,2013-06-01
00120666,2013-06-01
00120668,2013-07-01
00120669,2013-07-01
00120675,2013-06-01
00120677,2013-06-01
00120680,2012-06-19
00120682,2012-06-19
00120683,2012-06-19
00120684,2013-07-01
00120685,2012-06-25
00120686,2012-06-25
00120688,2012-07-03
00120689,2012-07-03
00120690,2012-07-03
00120691,2012-07-03
00120693,2012-07-03
00120696,2012-07-03
00120697,2012-07-03
00120698,2012-07-03
00120700,2012-07-03
00120701,2012-07-03
00120705,2013-08-01
00120707,2013-08-01
00120728,2013-09-01
00120729,2013-09-01
00120730,2013-09-01
00120736,2012-10-14
00120742,2012-10-14
00120746,2012-10-14
00120750,2012-10-14
00120751,2012-10-14
00120753,2012-10-14
00120755,2012-10-14
00120756,2012-10-14
00120757,2012-10-14
00120760,2013-11-01
00120764,2013-11-01
00120778,2013-11-01
00120784,2013-11-01
00120804,2012-11-20
00120805,2013-12-01
00120806,2012-11-26
00120807,2012-11-26
00120808,2012-11-26
00120856,2014-03-01
00120857,2014-03-01
00120873,2014-04-01
00120874,2014-04-01
00120880,2014-04-01
00120882,2014-04-01
00120895,2014-05-01
00120896,2014-06-01
00120902,2014-06-01
00120904,2014-06-01
00120905,2014-06-01
00120908,2014-07-01
00120910,2014-07-01
00120915,2013-07-29
00120916,2013-07-29
00120918,2013-07-29
00120920,2013-07-29
00120921,2013-07-29
00120923,2013-07-29
00120925,2013-07-29
00120926,2014-08-01
00120928,2014-09-01
00120933,2014-11-01
00120936,2014-11-01
00120942,2013-12-01
00120943,2013-12-01
00120947,2013-12-01
00120949,2013-12-01
00120952,2013-12-01
00120953,2013-12-01
00120954,2013-12-01
00120955,2013-12-01
00120958,2013-12-01
00120959,2013-12-01
00120960,2013-12-01
00120962,2013-12-01
00120964,2013-12-01
00120965,2013-12-01
00120966,2013-12-01
00120967,2013-12-01
00120969,2013-12-01
00120972,2013-12-01
00120974,2013-12-01
00120983,2015-01-01
00120984,2015-01-01
00120985,2015-01-01
00120986,2015-01-01
00120987,2015-01-01
00120989,2015-01-01
00120995,2015-03-01
00120996,2015-03-01
00120997,2015-03-01
00121000,2015-03-01
00121005,2009-02-01
00121009,2009-02-01
00121011,2008-04-01
00121024,2009-06-01
00121028,2009-03-01
00121030,2008-06-01
00121034,2009-02-01
00121040,2009-02-01
00121042,2009-05-01
00121044,2009-05-01
00121055,2009-05-01
00121056,2009-05-01
00121065,2010-10-01
00121072,2010-11-01
00121074,2010-11-01
00121081,2011-01-01
00121088,2011-03-01
00121090,2011-03-01
00121093,2011-03-01
00121106,2011-05-01
00121107,2011-05-01
00121111,2011-05-01
00121113,2011-05-01
00121126,2011-06-01
00121127,2011-06-01
00121140,2011-07-01
00121143,2011-06-01
00121145,2011-06-01
00121147,2011-06-01
00121148,2011-06-01
00121152,2011-06-01
00121181,2011-08-01
00121186,2011-08-01
00121194,2011-08-01
00121202,2011-08-01
00121210,2011-09-01
00121211,2011-09-01
00121214,2011-09-01
00121218,2011-11-01
00121220,2011-11-01
00121223,2011-12-01
00121229,2010-12-01
00121234,2010-12-01
00121235,2010-12-01
00121248,2012-01-01
00121256,2012-01-01
00121265,2012-02-01
00121279,2012-03-01
00121284,2012-03-01
00121289,2012-03-01
00121290,2012-03-01
00121291,2012-03-01
00121292,2012-04-01
00121300,2012-05-01
00121306,2012-05-01
00121310,2012-06-01
00121312,2012-06-01
00121316,2012-06-01
00121317,2012-06-01
00121322,2012-06-01
00121325,2012-09-01
00121333,2012-11-01
00121336,2013-01-01
00121340,2013-01-01
00121348,2013-01-01
00121351,2013-01-01
00121352,2013-01-01
00121355,2013-01-01
00121356,2013-02-01
00121357,2013-02-01
00121367,2013-02-01
00121369,2013-02-01
00121371,2013-01-01
00121375,2013-03-01
00121379,2013-03-01
00121383,2013-03-01
00121387,2013-04-01
00121388,2013-04-01
00121389,2013-04-01
00121391,2013-04-01
00121394,2013-04-01
00121396,2013-05-01
00121397,2013-04-01
00121400,2012-04-23
00121401,2012-04-23
00121403,2013-05-01
00121409,2013-05-01
00121424,2012-06-19
00121425,2012-06-19
00121432,2012-06-19
00121433,2012-06-19
00121439,2013-07-01
00121443,2012-06-25
00121444,2012-06-25
00121446,2012-06-25
00121448,2012-07-03
00121449,2012-07-03
00121451,2012-07-03
00121452,2012-07-03
00121453,2013-08-01
00121457,2012-10-01
00121460,2012-10-01
00121462,2013-10-01
00121463,2012-10-07
00121471,2013-11-01
00121484,2013-11-01
00121490,2013-12-01
00121496,2012-11-26
00121506,2013-01-22
00121507,2013-01-22
00121508,2013-01-22
00121514,2014-03-01
00121516,2014-03-01
00121521,2014-03-01
00121522,2014-03-01
00121530,2014-03-01
00121531,2014-04-01
00121532,2014-04-01
00121533,2014-04-01
00121549,2014-05-01
00121550,2014-05-01
00121557,2014-06-01
00121559,2014-06-01
00121563,2014-06-01
00121565,2014-06-01
00121567,2014-06-01
00121570,2014-06-01
00121573,2014-07-01
00121575,2014-08-01
00121578,2013-07-29
00121579,2013-07-22
00121580,2013-07-22
00121581,2013-07-29
00121588,2014-11-01
00121589,2014-12-01
00121593,2014-11-01
00121594,2014-11-01
00121595,2014-12-01
00121601,2013-12-01
00121602,2013-12-01
00121603,2013-12-01
00121605,2015-01-01
00121608,2015-01-01
00121610,2015-02-01
00121618,2015-02-01
00121619,2015-02-01
00121620,2015-02-01
00121635,2014-04-07
00121637,2014-04-07
00121640,2015-05-01
00121645,2014-07-21
00121650,2014-07-21
00121651,2014-08-06
00121661,2015-12-01
00121662,2015-12-01
00121663,2015-12-01
00121664,2015-12-01
00121665,2015-12-01
00121666,2015-12-01
00121667,2016-01-01
00121668,2016-01-01
00121669,2016-01-01
00121671,2016-02-01
00121675,2015-04-07
00121679,2016-05-01
00121683,2016-05-01
00121687,2016-05-01
00121691,2016-06-01
00121692,2016-06-01
00121701,2016-07-01
00121706,2016-10-01
00121708,2016-10-01
00121709,2016-11-01
00121712,2016-11-01
00121715,2016-12-01
00121716,2016-12-01
00121718,2016-12-01
00121722,2016-01-14
00121725,2015-10-01
00121726,2015-10-01
00121727,2015-10-01
00121735,2017-05-01
00121745,2017-06-01
00121746,2017-06-01
00121747,2016-06-20
00121748,2017-08-01
00121749,2017-08-01
00121751,2017-08-01
00121753,2017-08-01
00121755,2017-08-01
00121758,2017-08-01
00121764,2017-09-01
00121765,2017-09-01
00121767,2017-09-01
00121768,2017-10-01
00121769,2017-11-01
00121771,2017-11-01
00121772,2017-11-01
00121775,2017-12-01
00121777,2017-12-01
00121778,2017-12-01
00121781,2017-12-01
00121783,2017-12-01
00121786,2018-03-01
00121790,2018-01-01
00121795,2018-05-01
00121796,2018-05-01
00121799,2018-05-01
00121802,2018-05-01
00121803,2018-06-01
00121806,2018-05-01
00121807,2018-05-01
00121808,2018-06-01
00121809,2018-06-01
00121810,2018-06-01
00121819,2018-07-01
00121820,2018-07-01
00121821,2018-07-01
00121823,2018-07-01
00121824,2018-12-01
00121826,2018-07-01
00121827,2018-07-01
00121831,2018-07-01
00121833,2018-07-01
00121834,2018-07-01
00121836,2018-08-01
00121837,2018-08-01
00121838,2018-08-01
00121839,2018-08-01
00121841,2018-08-01
00121842,2018-08-01
00121843,2018-08-01
00121846,2018-08-01
00121850,2018-08-01
00121853,2018-08-01
00121859,2018-09-01
00121862,2018-09-01
00121863,2018-09-01
00121864,2018-09-01
00121865,2018-09-01
00121866,2018-09-01
00121867,2018-09-01
00121870,2018-09-01
00121871,2018-09-01
00121872,2018-09-01
00121874,2018-09-01
00121876,2018-09-01
00121877,2018-09-01
00121883,2018-09-01
00121884,2018-09-01
00121887,2018-10-01
00121888,2018-11-01
00121893,2018-11-01
00121896,2018-11-01
00121899,2018-11-01
00121900,2018-11-01
00121903,2018-11-01
00121904,2018-11-01
00121907,2018-11-01
00121913,2018-12-01
00121915,2017-12-06
00121916,2018-12-01
00121919,2018-12-01
00121920,2018-12-01
00121921,2018-12-01
00121922,2018-12-01
00121923,2018-12-01
00121925,2018-12-01
00121926,2018-12-01
00121929,2018-12-01
00121931,2018-12-01
00121936,2019-01-01
00121937,2019-01-01
00121938,2019-02-01
00121944,2019-04-01
00121946,2019-04-01
00121948,2019-04-01
00121950,2019-04-01
00121951,2019-04-01
00121952,2019-04-01
00121954,2019-04-01
00121955,2019-04-01
00121956,2019-04-01
00121957,2019-04-01
00121958,2019-04-01
00121959,2019-04-01
00121961,2019-04-01
00121963,2019-04-01
00121965,2019-04-01
00121967,2019-04-01
00121968,2019-04-01
00121969,2019-04-01
00121970,2019-04-01
00121974,2019-04-01
00121976,2019-04-01
00121977,2019-04-01
00121978,2019-04-01
00121981,2018-05-07
00121982,2019-04-01
00121983,2019-04-01
00121984,2019-04-01
00121985,2019-04-01
00121986,2019-04-01
00121988,2019-04-01
00121990,2019-04-01
00121992,2019-04-01
00121994,2019-04-01
00121995,2019-04-01
00121996,2019-04-01
00121997,2019-04-01
00121999,2019-04-01
00122000,2019-04-01
00122001,2008-07-01
00122003,2008-07-01
00122009,2008-07-01
00122014,2008-07-01
00122028,2008-07-01
00122038,2009-01-01
00122039,2009-01-01
00122041,2009-01-01
00122045,2009-01-01
00122050,2009-01-01
00122052,2009-01-01
00122053,2009-01-01
00122054,2009-01-01
00122055,2009-01-01
00122061,2009-01-01
00122065,2009-01-01
00122068,2009-01-01
00122069,2009-01-01
00122072,2009-01-01
00122074,2009-01-01
00122075,2009-01-01
00122076,2006-12-01
00122079,2008-06-01
00122080,2008-05-01
00122087,2008-04-01
00122091,2008-03-01
00122100,2006-02-01
00122105,2008-10-01
00122108,2008-05-01
00122124,2007-05-01
00122135,2008-06-01
00122146,2008-05-01
00122148,2008-04-01
00122149,2008-04-01
00122151,2008-05-01
00122162,2008-02-01
00122207,2008-04-01
00122210,2008-05-01
00122212,2008-05-01
00122218,2008-04-01
00122219,2008-04-01
00122220,2008-04-01
00122221,2008-04-01
00122226,2008-04-01
00122228,2008-05-01
00122230,2008-05-01
00122232,2008-05-01
00122233,2008-05-01
00122244,2008-03-01
00122260,2009-04-01
00122262,2009-03-01
00122263,2009-03-01
00122264,2009-03-01
00122265,2009-03-01
00122266,2009-03-01
00122270,2008-05-01
00122272,2008-05-01
00122274,2008-04-01
00122275,2008-04-01
00122278,2008-04-01
00122288,2007-09-01
00122315,2009-04-01
00122322,2009-04-01
00122326,2009-04-01
00122327,2009-04-01
00122329,2009-04-01
00122330,2007-10-01
00122335,2008-04-01
00122336,2008-02-01
00122339,2008-02-01
00122340,2008-05-01
00122341,2008-05-01
00122346,2008-04-01
00122348,2008-05-01
00122354,2008-04-01
00122369,2008-06-01
00122370,2008-06-01
00122371,2008-05-01
00122372,2008-05-01
00122374,2008-02-01
00122395,2008-03-01
00122397,2008-04-01
00122398,2008-04-01
00122400,2008-04-01
00122410,2009-05-01
00122417,2009-06-01
00122421,2008-06-01
00122422,2008-06-01
00122427,2009-05-01
00122432,2008-06-01
00122434,2008-02-01
00122442,2008-01-01
00122447,2008-06-01
00122448,2008-05-01
00122451,2008-04-01
00122457,2009-04-01
00122470,2008-05-01
00122471,2007-11-01
00122485,2008-05-01
00122486,2008-05-01
00122492,2008-03-01
00122500,2008-04-01
00122504,2011-02-01
00122512,2011-03-01
00122514,2011-03-01
00122515,2011-03-01
00122517,2011-03-01
00122519,2011-03-01
00122523,2011-03-01
00122524,2011-03-01
00122527,2011-03-01
00122529,2011-03-01
00122530,2011-03-01
00122531,2011-02-01
00122532,2011-03-01
00122534,2011-05-01
00122536,2011-05-01
00122538,2011-05-01
00122541,2011-05-01
00122546,2011-05-01
00122547,2011-05-01
00122551,2011-05-01
00122553,2011-05-01
00122554,2011-05-01
00122558,2011-05-01
00122559,2011-05-01
00122566,2011-05-01
00122569,2011-05-01
00122572,2011-05-01
00122586,2011-06-01
00122589,2011-06-01
00122604,2011-07-01
00122620,2011-06-01
00122621,2011-07-01
00122622,2011-07-01
00122623,2011-06-01
00122624,2011-06-01
00122625,2011-06-01
00122626,2011-06-01
00122628,2011-06-01
00122631,2011-06-01
00122632,2011-06-01
00122633,2011-06-01
00122636,2011-06-01
00122645,2011-07-01
00122650,2011-09-01
00122652,2011-09-01
00122653,2011-09-01
00122664,2012-01-01
00122668,2012-01-01
00122673,2012-02-01
00122677,2012-02-01
00122678,2012-02-01
00122683,2012-02-01
00122686,2012-02-01
00122690,2012-03-01
00122696,2012-03-01
00122700,2012-03-01
00122701,2012-03-01
00122710,2012-04-01
00122713,2012-05-01
00122719,2012-05-01
00122720,2012-06-01
00122721,2012-06-01
00122722,2012-06-01
00122730,2012-06-01
00122742,2012-06-01
00122751,2012-08-01
00122754,2012-09-01
00122767,2013-01-01
00122775,2013-01-01
00122777,2013-01-01
00122785,2013-01-01
00122792,2013-01-01
00122799,2013-02-01
00122801,2013-02-01
00122809,2013-02-01
00122822,2013-01-01
00122823,2013-01-01
00122825,2013-01-01
00122836,2012-05-02
00122838,2012-05-02
00122839,2012-05-02
00122841,2012-05-02
00122842,2012-05-02
00122845,2013-05-01
00122846,2012-05-02
00122848,2013-05-01
00122850,2013-05-01
00122855,2013-06-01
00122859,2013-07-01
00122864,2013-07-01
00122865,2012-06-19
00122867,2013-07-01
00122879,2013-08-01
00122882,2013-08-01
00122884,2012-08-05
00122886,2012-08-05
00122887,2012-08-05
00122888,2012-08-05
00122889,2012-08-05
00122891,2012-08-05
00122893,2012-08-05
00122894,2012-08-05
00122895,2012-08-07
00122898,2013-09-01
00122900,2013-09-01
00122902,2013-09-01
00122939,2012-11-20
00122940,2012-11-20
00122943,2012-11-20
00122944,2012-11-20
00122945,2012-11-20
00122948,2012-11-20
00122949,2012-11-20
00122950,2012-11-20
00122951,2012-11-20
00122955,2012-11-20
00122960,2013-12-01
00122961,2013-12-01
00122962,2013-12-01
00122966,2013-12-01
00122986,2014-03-01
00122994,2014-03-01
00123002,2014-03-01
00123004,2014-03-01
00123013,2014-03-01
00123019,2014-04-01
00123031,2014-06-01
00123032,2014-06-01
00123038,2013-07-22
00123040,2013-07-22
00123046,2014-08-01
00123073,2014-11-01
00123075,2014-11-01
00123079,2013-12-02
00123080,2013-12-02
00123081,2013-12-02
00123093,2015-01-01
00123098,2015-01-01
00123112,2014-04-07
00123113,2014-04-07
00123117,2015-04-01
00123129,2014-09-04
00123132,2014-09-04
00123133,2014-09-04
00123134,2015-09-01
00123136,2014-09-04
00123137,2014-09-04
00123138,2014-09-04
00123146,2015-12-01
00123149,2016-01-01
00123152,2016-01-01
00123154,2016-01-01
00123160,2016-04-01
00123164,2016-05-01
00123165,2016-05-01
00123180,2016-10-01
00123181,2016-10-01
00123182,2016-10-01
00123183,2016-10-01
00123187,2016-10-01
00123189,2016-11-01
00123191,2016-11-01
00123193,2016-11-01
00123194,2016-11-01
00123196,2016-12-01
00123197,2016-12-01
00123203,2016-12-01
00123206,2017-01-01
00123207,2016-01-14
00123208,2016-01-14
00123209,2016-01-14
00123211,2017-03-01
00123213,2017-03-01
00123214,2017-03-01
00123217,2016-10-01
00123223,2016-10-01
00123224,2016-10-01
00123225,2016-10-01
00123227,2016-10-01
00123228,2016-10-01
00123230,2016-10-01
00123231,2017-05-01
00123232,2017-05-01
00123235,2017-05-01
00123238,2017-06-01
00123239,2017-06-01
00123241,2017-12-01
00123242,2017-06-01
00123246,2017-08-01
00123248,2017-08-01
00123250,2017-08-01
00123251,2017-09-01
00123254,2017-10-01
00123255,2017-10-01
00123256,2017-10-01
00123257,2017-11-01
00123259,2017-11-01
00123261,2017-11-01
00123263,2017-11-01
00123265,2017-11-01
00123267,2017-11-01
00123268,2017-11-01
00123272,2017-12-01
00123276,2017-12-01
00123278,2017-12-01
00123281,2017-12-01
00123282,2017-12-01
00123283,2017-12-01
00123285,2017-12-01
00123286,2017-12-01
00123290,2018-03-01
00123291,2018-03-01
00123293,2018-05-01
00123295,2018-05-01
00123297,2018-05-01
00123301,2018-05-01
00123302,2018-05-01
00123303,2018-06-01
00123305,2018-06-01
00123313,2018-06-01
00123317,2018-12-01
00123318,2018-06-01
00123319,2018-06-01
00123320,2017-06-01
00123322,2018-06-01
00123323,2018-06-01
00123326,2018-06-01
00123327,2018-06-01
00123328,2018-06-01
00123329,2018-06-01
00123330,2018-06-01
00123332,2018-06-01
00123334,2018-06-01
00123335,2018-06-01
00123336,2018-07-01
00123338,2018-07-01
00123339,2018-07-01
00123340,2018-07-01
00123341,2018-07-01
00123343,2018-07-01
00123344,2018-07-01
00123345,2018-07-01
00123346,2018-07-01
00123347,2018-07-01
00123348,2018-07-01
00123351,2019-04-01
00123352,2018-08-01
00123353,2018-08-01
00123355,2018-08-01
00123357,2018-08-01
00123358,2018-08-01
00123360,2018-08-01
00123362,2018-08-01
00123363,2018-08-01
00123364,2018-08-01
00123365,2018-08-01
00123367,2018-08-01
00123368,2018-08-01
00123369,2018-08-01
00123372,2018-09-01
00123375,2018-09-01
00123376,2018-09-01
00123377,2018-09-01
00123378,2018-09-01
00123381,2018-09-01
00123383,2018-09-01
00123386,2018-09-01
00123387,2018-09-01
00123388,2018-09-01
00123390,2018-09-01
00123393,2018-10-01
00123396,2018-10-01
00123397,2017-10-02
00123399,2017-10-04
00123400,2017-10-15
00123401,2018-11-01
00123402,2018-11-01
00123403,2018-11-01
00123404,2018-11-01
00123405,2018-11-01
00123406,2018-11-01
00123407,2018-11-01
00123411,2018-12-01
00123414,2018-12-01
00123415,2018-12-01
00123424,2018-12-01
00123425,2017-12-05
00123426,2018-12-01
00123427,2018-12-01
00123428,2017-12-06
00123430,2018-12-01
00123431,2018-12-01
00123432,2018-12-01
00123435,2018-12-01
00123438,2019-04-01
00123443,2019-01-01
00123444,2019-01-01
00123445,2019-01-01
00123446,2019-01-01
00123448,2019-01-01
00123449,2019-01-01
00123450,2019-01-01
00123452,2019-01-01
00123453,2019-01-01
00123454,2019-02-01
00123456,2019-02-01
00123459,2019-02-01
00123464,2019-02-01
00123471,2019-04-01
00123472,2019-04-01
00123474,2019-04-01
00123475,2019-04-01
00123476,2019-04-01
00123478,2019-04-01
00123481,2019-04-01
00123484,2019-04-01
00123486,2019-04-01
00123487,2019-04-01
00123488,2019-04-01
00123489,2019-04-01
00123490,2019-04-01
00123493,2019-04-01
00123497,2018-05-08
00123498,2019-04-01
00123499,2019-04-01
00123500,2019-04-01
00123514,2009-03-01
00123522,2009-02-01
00123534,2009-04-01
00123535,2009-05-01
00123538,2009-05-01
00123540,2009-06-01
00123545,2009-06-01
00123551,2008-05-01
00123553,2009-05-01
00123573,2010-01-01
00123578,2010-04-01
00123582,2010-10-01
00123583,2010-10-01
00123605,2010-11-01
