staffpin,confirmation_date
00154029,2012-10-01
00154031,2012-12-01
00154032,2012-10-01
00154036,2012-10-01
00154044,2012-10-01
00154056,2012-11-01
00154057,2012-11-01
00154058,2012-11-01
00154064,2012-11-01
00154073,2012-11-01
00154074,2012-11-01
00154076,2012-11-01
00154077,2012-11-01
00154081,2012-11-01
00154086,2012-11-01
00154088,2012-11-01
00154090,2012-11-01
00154091,2012-11-01
00154092,2012-11-01
00154093,2012-11-01
00154099,2012-11-01
00154100,2012-11-01
00154101,2012-11-01
00154102,2012-11-01
00154111,2012-11-01
00154121,2012-11-01
00154124,2012-11-20
00154125,2012-12-01
00154129,2011-12-01
00154131,2013-01-01
00154139,2013-01-01
00154143,2013-01-01
00154152,2013-01-01
00154158,2013-01-01
00154172,2013-02-01
00154175,2013-02-01
00154176,2013-02-01
00154183,2013-02-01
00154185,2013-02-01
00154194,2013-03-01
00154195,2013-03-01
00154203,2013-03-01
00154204,2013-03-01
00154211,2013-03-01
00154226,2013-04-01
00154239,2013-04-01
00154241,2017-08-27
00154249,2013-05-01
00154254,2013-05-01
00154257,2013-05-01
00154263,2013-05-01
00154265,2013-05-01
00154266,2013-05-01
00154268,2013-06-01
00154289,2013-06-01
00154296,2013-06-03
00154298,2013-06-01
00154310,2013-07-01
00154311,2013-07-01
00154312,2013-07-01
00154321,2013-07-01
00154323,2013-12-01
00154347,2013-07-01
00154350,2013-07-01
00154351,2013-07-01
00154354,2013-07-01
00154358,2013-07-01
00154360,2013-07-01
00154362,2013-07-01
00154364,2013-07-01
00154369,2013-07-01
00154372,2013-07-01
00154373,2013-07-01
00154378,2013-07-01
00154393,2013-07-01
00154397,2013-07-01
00154398,2013-07-01
00154402,2013-07-01
00154403,2013-07-01
00154405,2013-07-01
00154407,2013-07-01
00154408,2013-07-01
00154422,2013-08-01
00154438,2013-09-01
00154443,2013-09-01
00154454,2013-09-01
00154457,2013-09-01
00154470,2013-09-01
00154471,2013-09-01
00154472,2013-09-01
00154476,2013-09-01
00154482,2013-09-01
00154487,2013-09-01
00154488,2013-09-01
00154489,2013-09-01
00154491,2013-09-01
00154496,2013-09-01
00154499,2013-09-01
00154501,2014-04-01
00154504,2013-05-09
00154506,2014-06-01
00154507,2014-07-01
00154509,2014-09-01
00154556,2017-01-01
00154561,2017-01-01
00155003,2014-12-01
00155006,2014-12-01
00155007,2014-12-01
00155015,2015-02-01
00155028,2015-02-01
00155033,2014-03-18
00155040,2014-04-01
00155051,2015-06-01
00155060,2015-06-01
00155067,2015-06-01
00155078,2014-07-01
00155079,2015-07-01
00155081,2016-07-01
00155120,2016-01-01
00155121,2016-01-01
00155123,2016-01-01
00155129,2016-01-01
00155132,2016-01-01
00155136,2016-01-01
00155138,2016-01-01
00155145,2016-01-01
00155147,2016-01-01
00155151,2016-01-01
00155153,2016-01-01
00155155,2016-01-01
00155156,2016-01-01
00155163,2016-01-01
00155164,2016-02-01
00155168,2015-02-16
00155173,2016-03-01
00155181,2016-05-01
00155185,2016-07-01
00155186,2016-07-01
00155189,2016-07-01
00155191,2016-07-01
00155193,2016-07-01
00155209,2015-10-13
00155214,2017-01-01
00155226,2017-03-01
00155238,2017-05-01
00155246,2017-05-01
00155254,2017-05-01
00155268,2017-07-01
00155269,2017-07-01
00155293,2016-09-01
00155294,2016-09-06
00155384,2016-11-02
00155387,2017-12-01
00155388,2017-12-01
00155392,2017-12-01
00155433,2018-03-01
00155457,2018-04-01
00155458,2018-04-01
00155486,2018-05-01
00155488,2018-05-02
00155489,2018-05-01
00155506,2015-02-01
00155507,2015-02-01
00155509,2015-02-01
00155521,2015-04-01
00155552,2015-05-01
00155565,2015-06-01
00155575,2014-07-07
00155588,2015-08-01
00155596,2015-08-01
00155611,2015-10-01
00155623,2017-06-02
00155625,2015-10-01
00155630,2015-10-01
00155644,2015-11-01
00155656,2015-11-01
00155657,2015-11-01
00155658,2015-11-01
00155659,2015-11-01
00155668,2015-12-01
00155681,2016-01-01
00155687,2016-01-01
00155701,2016-02-01
00155705,2016-02-01
00155707,2016-02-01
00155708,2016-02-01
00155711,2016-02-01
00155717,2016-02-01
00155721,2016-02-01
00155724,2016-03-01
00155742,2016-04-01
00155756,2016-05-01
00155757,2016-05-01
00155769,2017-05-10
00155778,2016-06-01
00155790,2015-08-02
00155797,2016-07-01
00155831,2016-09-01
00155832,2016-09-01
00155833,2016-09-01
00155835,2016-09-01
00155836,2016-09-01
00155845,2016-10-01
00155847,2016-09-01
00155851,2016-09-01
00155853,2016-09-01
00155856,2016-09-01
00155857,2016-09-01
00155858,2016-09-01
00155861,2016-09-01
00155862,2016-09-01
00155865,2016-09-01
00155867,2016-09-01
00155868,2016-09-01
00155869,2016-09-01
00155879,2016-11-01
00155900,2016-11-01
00155935,2017-01-01
00155936,2017-01-01
00155941,2017-01-01
00155952,2017-02-01
00155953,2017-02-01
00155959,2017-05-01
00155971,2017-02-01
00155972,2017-02-01
00155974,2017-02-01
00155976,2017-02-01
00155981,2017-02-01
00155982,2017-02-01
00155989,2017-02-01
00155991,2017-02-01
00155992,2017-09-01
00156000,2017-01-01
00156002,2014-12-01
00156003,2014-12-01
00156004,2014-12-01
00156005,2014-12-01
00156006,2014-12-01
00156007,2014-12-01
00156008,2014-11-01
00156009,2014-11-01
00156012,2014-12-01
00156016,2014-12-01
00156019,2014-12-01
00156020,2014-12-01
00156021,2014-12-01
00156022,2014-12-01
00156025,2014-12-01
00156030,2014-12-01
00156033,2014-12-01
00156035,2014-12-01
00156038,2014-12-01
00156041,2014-12-01
00156046,2015-01-01
00156047,2015-01-01
00156061,2015-01-01
00156065,2015-01-01
00156069,2015-01-01
00156076,2015-01-01
00156077,2015-01-01
00156078,2015-01-01
00156079,2015-01-01
00156086,2015-03-01
00156088,2015-03-01
00156094,2015-03-01
00156098,2015-03-01
00156099,2015-03-01
00156101,2015-03-01
00156104,2015-03-01
00156105,2015-03-01
00156107,2015-03-01
00156108,2015-03-01
00156109,2015-03-01
00156113,2015-03-01
00156115,2015-03-01
00156125,2015-03-01
00156131,2015-04-01
00156132,2014-04-07
00156135,2014-04-07
00156140,2015-04-01
00156144,2015-07-01
00156148,2014-07-21
00156150,2014-07-21
00156152,2014-07-21
00156157,2014-07-21
00156161,2014-09-04
00156163,2015-12-01
00156167,2016-01-01
00156171,2015-04-07
00156172,2015-04-07
00156173,2015-04-07
00156174,2015-04-07
00156176,2015-04-07
00156177,2015-04-07
00156179,2015-04-07
00156180,2015-04-07
00156194,2016-05-01
00156197,2016-05-01
00156202,2016-05-01
00156203,2016-05-01
00156205,2016-05-01
00156207,2016-05-01
00156208,2016-06-01
00156209,2016-06-01
00156212,2016-06-01
00156213,2016-06-01
00156219,2016-06-01
00156223,2016-06-01
00156228,2016-06-01
00156236,2016-07-01
00156241,2016-08-01
00156247,2016-11-01
00156250,2016-12-01
00156253,2016-12-01
00156254,2016-12-01
00156256,2016-12-01
00156257,2016-01-14
00156259,2016-01-14
00156261,2016-01-14
00156263,2016-10-01
00156265,2017-03-01
00156266,2017-03-01
00156267,2017-03-01
00156268,2016-04-11
00156274,2017-05-01
00156275,2017-05-01
00156276,2017-06-01
00156278,2017-06-01
00156279,2017-06-01
00156281,2017-08-01
00156284,2017-08-01
00156286,2017-08-01
00156289,2017-08-01
00156292,2017-09-01
00156293,2017-09-01
00156304,2017-11-01
00156307,2017-11-01
00156308,2017-11-01
00156309,2017-11-01
00156310,2017-11-01
00156313,2017-11-01
00156315,2017-12-01
00156320,2017-12-01
00156321,2017-12-01
00156322,2017-12-01
00156323,2017-12-01
00156324,2017-12-01
00156329,2017-12-01
00156330,2017-12-01
00156331,2018-06-01
00156332,2017-12-01
00156334,2017-12-01
00156336,2018-01-01
00156337,2018-01-01
00156341,2018-05-01
00156345,2018-05-01
00156346,2018-05-01
00156348,2018-05-01
00156356,2018-05-01
00156358,2018-05-01
00156360,2018-06-01
00156362,2018-06-01
00156365,2018-06-01
00156371,2018-06-01
00156373,2018-06-01
00156375,2018-06-01
00156376,2018-06-01
00156377,2018-12-01
00156378,2018-06-01
00156379,2018-07-01
00156380,2018-07-01
00156382,2018-07-01
00156388,2018-07-01
00156389,2018-07-01
00156390,2019-01-01
00156391,2018-07-01
00156392,2018-07-01
00156393,2018-07-01
00156397,2018-07-01
00156398,2018-07-01
00156402,2018-07-01
00156407,2018-08-01
00156408,2018-07-01
00156415,2018-08-01
00156419,2018-09-01
00156420,2018-09-01
00156423,2018-09-01
00156426,2018-09-01
00156428,2018-09-01
00156429,2018-09-01
00156432,2018-09-01
00156435,2018-09-01
00156439,2018-09-01
00156440,2018-09-01
00156442,2018-09-01
00156443,2018-09-01
00156444,2018-09-01
00156447,2018-09-01
00156448,2018-09-01
00156449,2018-09-01
00156452,2018-09-01
00156453,2018-09-01
00156456,2018-10-01
00156457,2018-11-01
00156458,2018-11-01
00156459,2018-11-01
00156460,2018-11-01
00156462,2018-11-01
00156464,2018-11-01
00156465,2018-11-01
00156467,2018-11-01
00156470,2018-12-01
00156472,2018-12-01
00156473,2019-04-01
00156474,2018-12-01
00156475,2018-12-01
00156477,2018-12-01
00156478,2018-12-01
00156479,2018-12-01
00156486,2018-12-01
00156487,2018-12-01
00156492,2019-01-01
00156493,2019-01-01
00156496,2019-01-01
00156499,2019-02-01
00156501,2016-01-01
00156502,2016-01-01
00156505,2016-01-01
00156509,2016-03-01
00156512,2015-04-07
00156515,2015-04-07
00156519,2015-04-07
00156520,2015-04-07
00156524,2016-05-01
00156528,2016-05-01
00156529,2016-05-01
00156534,2016-09-01
00156535,2016-09-01
00156537,2016-09-01
00156540,2016-10-01
00156542,2016-10-01
00156544,2016-10-01
00156546,2017-05-01
00156547,2016-11-01
00156548,2016-12-01
00156552,2016-01-14
00156553,2016-01-14
00156555,2016-01-14
00156560,2016-01-14
00156562,2017-04-01
00156563,2017-05-01
00156569,2017-05-01
00156570,2017-06-01
00156572,2017-06-01
00156573,2017-06-01
00156574,2017-08-01
00156575,2018-02-01
00156583,2017-09-01
00156584,2017-09-01
00156587,2017-10-01
00156588,2017-11-01
00156590,2017-11-01
00156593,2017-11-01
00156600,2017-11-01
00156601,2017-11-01
00156602,2017-12-01
00156605,2017-12-01
00156607,2017-12-01
00156609,2017-12-01
00156614,2017-12-01
00156616,2018-01-01
00156617,2018-01-01
00156621,2018-05-01
00156623,2018-05-01
00156624,2018-05-01
00156629,2018-05-01
00156631,2018-05-01
00156632,2018-05-01
00156634,2018-06-01
00156635,2018-06-01
00156636,2018-06-01
00156637,2018-06-01
00156638,2017-06-01
00156640,2017-06-01
00156642,2018-06-01
00156644,2018-06-01
00156645,2018-06-01
00156647,2018-07-01
00156648,2018-07-01
00156649,2018-07-01
00156650,2018-07-01
00156652,2018-07-01
00156655,2018-08-01
00156656,2018-08-01
00156659,2018-08-01
00156660,2018-08-01
00156662,2018-08-01
00156663,2018-08-01
00156664,2018-08-01
00156665,2018-08-01
00156667,2018-08-01
00156668,2018-08-01
00156676,2018-09-01
00156677,2018-09-01
00156678,2018-09-01
00156679,2018-09-01
00156680,2018-09-01
00156681,2018-09-01
00156684,2018-09-01
00156688,2018-09-01
00156689,2018-09-01
00156693,2018-09-01
00156696,2018-09-01
00156697,2018-09-01
00156698,2018-09-01
00156700,2018-09-01
00156701,2018-09-01
00156702,2018-09-01
00156703,2018-09-01
00156704,2018-09-01
00156705,2018-09-01
00156706,2018-09-01
00156707,2018-10-01
00156708,2018-10-01
00156709,2018-10-01
00156713,2018-11-01
00156714,2018-11-01
00156715,2018-11-01
00156716,2018-11-01
00156717,2018-11-01
00156720,2018-12-01
00156721,2018-12-01
00156723,2018-12-01
00156724,2018-12-01
00156725,2018-12-01
00156726,2018-12-01
00156727,2018-12-01
00156728,2018-12-01
00156730,2018-12-01
00156734,2019-01-01
00156735,2019-01-01
00156737,2019-02-01
00156744,2019-04-01
00156745,2019-04-01
00156746,2019-04-01
00156748,2019-04-01
00156749,2019-04-01
00156750,2019-04-01
00156753,2019-04-01
00156754,2019-04-01
00156755,2019-04-01
00156756,2019-04-01
00156757,2019-04-01
00156760,2019-04-01
00156763,2019-04-01
00156767,2019-04-01
00156768,2019-04-01
00156769,2019-04-01
00156773,2019-04-01
00156775,2019-04-01
00156776,2019-04-01
00156777,2019-04-01
00156780,2019-04-01
00156785,2019-04-01
00156787,2019-04-01
00156788,2019-04-01
00156789,2019-04-01
00156790,2018-05-07
00156791,2018-05-07
00156792,2018-05-07
00156793,2019-04-01
00156794,2019-04-01
00156796,2019-04-01
00156797,2018-05-07
00156799,2019-04-01
00156800,2019-04-01
00156801,2019-04-01
00156802,2019-04-01
00156804,2019-04-01
00156806,2019-04-01
00156808,2019-04-01
00156810,2019-04-01
00156811,2019-04-01
00156815,2019-04-01
00156817,2019-04-01
00156819,2019-04-01
00156822,2019-04-01
00156823,2019-04-01
00156824,2019-04-01
00156827,2019-04-01
00156829,2019-04-01
00156833,2019-05-01
00156834,2019-05-01
00156837,2019-05-18
00156839,2019-06-01
00156840,2019-06-01
00156841,2019-06-09
00156842,2019-06-09
00156843,2019-06-09
00156844,2019-06-09
00156846,2019-06-09
00156847,2019-08-03
00156848,2019-08-03
00156849,2019-08-03
00156850,2019-08-03
00156851,2019-08-03
00156855,2019-08-03
00156856,2019-08-03
00156858,2019-08-03
00156859,2019-08-03
00156861,2019-08-03
00156862,2019-08-03
00156863,2019-08-03
00156864,2019-08-03
00156865,2019-08-05
00156866,2019-08-05
00156872,2019-09-03
00156874,2019-09-03
00156875,2019-09-03
00156876,2019-09-03
00156877,2019-09-10
00156880,2019-09-10
00156882,2019-09-10
00156884,2019-09-10
00156885,2019-09-10
00156887,2019-11-02
00156891,2019-12-10
00156893,2019-12-10
00156894,2019-12-10
00156895,2019-12-10
00156897,2019-12-10
00156900,2019-12-10
00156902,2019-12-10
00156905,2019-12-10
00156908,2019-12-10
00156909,2019-12-10
00156914,2019-12-10
00156915,2019-12-10
00156920,2019-12-10
00156922,2019-12-10
00156923,2019-12-10
00156925,2019-12-10
00156928,2019-12-10
00156931,2019-12-13
00156933,2019-12-13
00156936,2019-12-13
00156937,2019-12-12
00156939,2019-12-16
00156944,2019-08-01
00156946,2020-02-20
00156948,2020-03-11
00156949,2020-04-21
00156951,2020-05-03
00156952,2020-05-03
00156953,2020-05-03
00156954,2020-05-03
00156955,2020-05-03
00156956,2020-05-11
00156957,2020-05-11
00156958,2020-05-11
00156959,2020-05-11
00156962,2019-12-29
00157001,2013-12-01
00157005,2013-12-01
00157006,2013-12-01
00157007,2015-01-01
00157011,2015-01-01
00157025,2015-03-01
00157026,2015-03-01
00157028,2015-03-01
00157034,2015-04-01
00157037,2015-04-01
00157040,2015-04-01
00157041,2015-04-01
00157042,2015-04-01
00157047,2015-06-01
00157048,2015-06-01
00157054,2014-07-21
00157059,2014-09-04
00157060,2014-09-04
00157061,2014-09-04
00157064,2014-09-04
00157069,2014-09-04
00157071,2014-09-04
00157072,2015-11-01
00157076,2016-01-01
00157077,2016-01-01
00157078,2016-01-01
00157083,2016-01-01
00157085,2016-02-01
00157087,2016-02-01
00157088,2016-02-01
00157089,2016-02-01
00157092,2016-01-01
00157093,2016-02-01
00157094,2016-02-01
00157099,2015-04-07
00157100,2015-04-07
00157105,2016-05-01
00157108,2016-04-01
00157110,2016-05-01
00157113,2016-05-01
00157118,2016-05-01
00157121,2016-05-01
00157122,2016-05-01
00157123,2016-05-01
00157128,2016-06-01
00157130,2016-06-01
00157131,2016-06-01
00157139,2016-07-01
00157146,2016-07-01
00157149,2016-09-01
00157151,2016-10-01
00157157,2016-11-01
00157163,2016-11-01
00157164,2016-12-01
00157167,2016-12-01
00157168,2016-12-01
00157174,2016-01-14
00157175,2016-01-14
00157176,2016-01-14
00157178,2016-01-14
00157179,2016-01-14
00157180,2016-01-14
00157183,2016-01-14
00157186,2017-03-01
00157187,2017-03-01
00157188,2017-03-01
00157191,2016-10-01
00157192,2016-10-01
00157195,2016-10-01
00157196,2016-10-01
00157198,2017-05-01
00157202,2017-05-01
00157204,2017-05-01
00157206,2017-05-01
00157207,2017-05-01
00157210,2017-05-01
00157218,2017-05-01
00157220,2017-05-01
00157227,2017-06-01
00157232,2017-06-01
00157237,2018-02-01
00157239,2017-08-01
00157240,2017-08-01
00157245,2017-09-01
00157246,2017-09-01
00157250,2017-09-01
00157251,2017-09-01
00157252,2017-09-01
00157257,2017-09-01
00157258,2017-09-01
00157260,2017-09-01
00157263,2017-09-01
00157267,2017-10-01
00157272,2017-10-01
00157276,2017-10-01
00157280,2017-10-01
00157281,2017-10-01
00157282,2017-10-01
00157283,2017-10-01
00157285,2017-10-01
00157286,2017-10-01
00157287,2017-10-01
00157288,2017-10-01
00157289,2017-10-01
00157296,2017-10-01
00157298,2017-11-01
00157299,2017-11-01
00157300,2017-11-01
00157301,2017-11-01
00157302,2017-11-01
00157303,2017-11-01
00157308,2018-05-01
00157311,2017-11-01
00157312,2017-11-01
00157315,2017-11-01
00157316,2017-11-01
00157319,2017-11-01
00157322,2017-11-01
00157323,2017-11-01
00157327,2017-11-01
00157329,2017-12-01
00157332,2017-12-01
00157333,2017-12-01
00157335,2017-12-01
00157337,2017-12-01
00157340,2017-12-01
00157343,2017-12-01
00157344,2017-12-01
00157345,2017-12-01
00157346,2017-12-01
00157348,2017-12-01
00157350,2017-12-01
00157351,2018-01-01
00157355,2018-01-01
00157356,2018-01-01
00157359,2018-01-01
00157363,2018-01-01
00157365,2018-01-01
00157369,2018-04-01
00157380,2018-05-01
00157389,2018-05-01
00157391,2018-05-01
00157392,2018-06-01
00157393,2018-05-01
00157395,2018-06-01
00157396,2018-06-01
00157397,2018-05-01
00157401,2018-06-01
00157404,2018-06-01
00157406,2018-06-01
00157410,2018-06-01
00157413,2018-06-01
00157416,2018-06-01
00157417,2018-06-01
00157418,2018-06-01
00157419,2018-06-01
00157422,2018-06-01
00157424,2018-06-01
00157425,2018-07-01
00157426,2018-07-01
00157428,2018-07-01
00157430,2018-07-01
00157434,2018-07-01
00157436,2018-07-01
00157438,2018-07-01
00157439,2018-07-01
00157440,2018-07-01
00157451,2018-07-01
00157453,2018-07-01
00157456,2018-08-01
00157459,2018-08-01
00157462,2018-08-01
00157464,2018-08-01
00157465,2018-08-01
00157467,2018-08-01
00157473,2018-08-01
00157474,2018-08-01
00157477,2018-08-01
00157480,2018-08-01
00157483,2018-08-01
00157489,2018-09-01
00157490,2018-09-01
00157492,2018-09-01
00157495,2018-09-01
00157496,2018-09-01
00157497,2018-09-01
00157504,2016-01-01
00157505,2016-01-01
00157506,2016-01-01
00157507,2015-04-07
00157510,2015-04-07
00157513,2015-04-07
00157515,2016-05-01
00157517,2016-05-01
00157524,2016-05-01
00157527,2016-05-01
00157528,2016-05-01
00157529,2016-05-01
00157537,2016-06-01
00157544,2016-09-01
00157549,2016-12-01
00157554,2016-01-14
00157555,2017-05-01
00157557,2017-05-01
00157561,2017-06-01
00157563,2017-06-01
00157564,2017-08-01
00157565,2017-08-01
00157567,2017-08-01
00157568,2017-08-01
00157569,2017-08-01
00157573,2017-11-01
00157576,2017-11-01
00157578,2017-12-01
00157581,2017-12-01
00157582,2017-12-01
00157590,2018-05-01
00157592,2018-05-01
00157593,2017-06-01
00157595,2018-06-01
00157597,2018-06-01
00157598,2018-06-01
00157599,2018-07-01
00157601,2018-07-01
00157603,2018-08-01
00157604,2018-08-01
00157606,2018-08-01
00157607,2018-08-01
00157608,2018-08-01
00157610,2018-08-01
00157611,2018-09-01
00157612,2018-09-01
00157613,2018-09-01
00157614,2018-09-01
00157616,2018-09-01
00157617,2018-09-01
00157618,2018-09-01
00157619,2018-09-01
00157620,2018-09-01
00157621,2018-09-01
00157623,2018-09-01
00157624,2018-09-01
00157627,2018-11-01
00157630,2018-11-01
00157631,2018-11-01
00157634,2018-11-01
00157636,2018-11-01
00157638,2018-11-01
00157639,2018-11-01
00157640,2018-11-01
00157642,2018-11-01
00157648,2018-12-01
00157652,2018-12-01
00157654,2019-01-01
00157655,2019-01-01
00157657,2019-01-01
00157668,2019-04-01
00157669,2019-04-01
00157673,2019-04-01
00157674,2019-04-01
00157676,2019-04-01
00157677,2019-04-01
00157680,2019-04-01
00157681,2019-04-01
00157682,2019-04-01
00157684,2019-04-01
00157685,2019-04-01
00157687,2019-04-01
00157688,2019-04-01
00157691,2019-04-01
00157692,2019-04-01
00157693,2019-04-01
00157695,2019-04-01
00157696,2019-04-01
00157698,2019-04-01
00157700,2019-04-01
00157701,2019-04-01
00157702,2019-04-01
00157706,2019-04-01
00157707,2019-04-01
00157708,2019-04-01
00157709,2019-04-01
00157714,2019-05-01
00157715,2019-05-01
00157717,2019-05-01
00157720,2019-05-01
00157724,2019-05-25
00157725,2019-05-25
00157727,2019-06-06
00157729,2019-06-09
00157730,2019-06-09
00157731,2019-06-09
00157741,2019-08-03
00157742,2019-09-10
00157743,2019-09-10
00157744,2019-09-10
00157746,2019-09-10
00157747,2019-10-01
00157749,2019-10-01
00157751,2019-12-10
00157753,2020-02-20
00157754,2020-02-18
00157756,2020-02-20
00157757,2020-05-03
00157758,2020-05-03
00157760,2020-05-03
00157761,2020-05-03
00157762,2020-05-03
00157764,2020-05-11
00158001,2013-12-01
00158004,2015-01-01
00158010,2015-03-01
00158011,2015-03-01
00158015,2014-04-07
00158018,2015-05-01
00158024,2015-09-01
00158025,2015-09-01
00158028,2014-09-04
00158030,2015-10-01
00158033,2015-12-01
00158039,2016-01-01
00158041,2016-04-01
00158047,2016-05-01
00158048,2016-05-01
00158054,2016-05-01
00158058,2016-10-01
00158059,2016-10-01
00158060,2016-10-01
00158061,2016-11-01
00158063,2016-10-01
00158066,2016-11-01
00158072,2016-12-01
00158074,2016-01-14
00158075,2016-01-14
00158076,2016-01-14
00158078,2017-03-01
00158083,2017-06-01
00158088,2017-08-01
00158091,2017-08-01
00158095,2017-11-01
00158097,2017-11-01
00158099,2018-05-01
00158102,2017-12-01
00158103,2017-12-01
00158106,2017-12-01
00158107,2017-12-01
00158108,2017-12-01
00158109,2017-12-01
00158111,2017-12-01
00158116,2018-05-01
00158117,2018-05-01
00158119,2018-05-01
00158121,2018-05-01
00158123,2018-05-01
00158124,2018-05-01
00158125,2018-05-01
00158126,2018-06-01
00158127,2018-06-01
00158129,2018-06-01
00158131,2017-06-01
00158133,2017-06-01
00158134,2017-06-01
00158135,2018-06-01
00158136,2018-06-01
00158137,2018-06-01
00158138,2018-06-01
00158139,2018-06-01
00158141,2018-06-01
00158142,2018-06-01
00158144,2018-07-01
00158145,2018-07-01
00158146,2018-07-01
00158147,2018-07-01
00158148,2018-07-01
00158149,2018-11-01
00158150,2018-07-01
00158151,2018-07-01
00158152,2018-07-01
00158153,2018-07-01
00158154,2018-07-01
00158156,2018-08-01
00158157,2018-08-01
00158158,2018-08-01
00158159,2018-08-01
00158161,2018-08-01
00158162,2018-08-01
00158163,2018-08-01
00158164,2018-08-01
00158165,2018-08-01
00158166,2018-08-01
00158167,2018-08-01
00158168,2018-09-01
00158169,2018-09-01
00158170,2018-09-01
00158172,2018-09-01
00158173,2018-09-01
00158174,2018-09-01
00158175,2018-09-01
00158176,2018-09-01
00158178,2018-09-01
00158179,2018-09-01
00158181,2018-09-01
00158182,2019-02-01
00158183,2018-09-01
00158185,2018-09-01
00158188,2018-09-01
00158189,2018-09-01
00158191,2018-09-01
00158193,2018-09-01
00158194,2018-09-01
00158197,2018-09-01
00158198,2018-09-01
00158199,2018-09-01
00158201,2018-11-01
00158202,2018-11-01
00158206,2018-11-01
00158211,2018-11-01
00158213,2018-12-01
00158214,2018-12-01
00158216,2018-12-01
00158218,2018-12-01
00158221,2019-01-01
00158223,2019-01-01
00158228,2019-01-01
00158230,2019-03-01
00158232,2019-04-01
00158233,2019-04-01
00158234,2019-04-01
00158238,2019-04-01
00158239,2019-04-01
00158240,2019-04-01
00158242,2019-04-01
00158244,2019-04-01
00158245,2019-04-01
00158246,2019-04-01
00158247,2019-04-01
00158249,2019-04-01
00158250,2019-04-01
00158253,2019-04-01
00158254,2019-04-01
00158255,2019-04-01
00158256,2019-04-01
00158257,2019-04-01
00158259,2019-04-01
00158260,2019-04-01
00158261,2019-04-01
00158262,2019-04-01
00158263,2019-04-01
00158264,2019-04-01
00158265,2019-04-01
00158266,2019-04-01
00158267,2019-04-01
00158268,2019-04-01
00158269,2019-04-01
00158270,2019-04-01
00158273,2019-04-01
00158276,2019-04-01
00158278,2019-04-01
00158279,2019-04-01
00158280,2019-04-01
00158282,2019-04-01
00158284,2019-04-01
00158285,2019-04-01
00158288,2019-04-01
00158289,2019-04-01
00158291,2019-04-01
00158293,2019-04-01
00158294,2019-04-01
00158295,2019-05-01
00158296,2019-05-01
00158298,2019-05-01
00158300,2019-05-01
00158301,2019-05-01
00158303,2019-05-01
00158304,2019-05-01
00158305,2019-05-01
00158306,2019-05-01
00158308,2019-05-01
00158309,2019-05-01
00158310,2019-05-01
00158311,2019-05-01
00158312,2019-05-04
00158313,2019-05-11
00158314,2019-05-18
00158315,2019-05-18
00158316,2019-05-18
00158317,2019-05-18
00158320,2019-06-09
00158321,2019-06-09
00158322,2019-06-09
00158323,2019-06-09
00158326,2019-08-03
00158327,2019-08-03
00158328,2019-08-03
00158329,2019-08-03
00158330,2019-08-03
00158331,2019-08-03
00158332,2019-08-03
00158333,2019-08-03
00158335,2019-09-03
00158337,2019-09-11
00158338,2019-09-11
00158340,2019-11-05
00158341,2019-12-10
00158342,2019-12-10
00158343,2019-12-10
00158345,2019-12-10
00158346,2019-12-10
00158347,2019-12-10
00158348,2019-12-10
00158349,2019-12-10
00158352,2019-12-10
00158353,2019-12-10
00158354,2019-12-10
00158356,2019-12-10
00158357,2019-07-29
00158358,2019-07-23
00158359,2019-08-01
00158360,2019-08-01
00158361,2019-08-01
00158362,2020-02-18
00158363,2020-02-18
00158364,2020-02-18
00158365,2020-02-18
00158366,2020-02-18
00158367,2020-02-18
00158368,2020-02-18
00158369,2020-02-18
00158370,2020-02-20
00158371,2020-02-20
00158373,2020-05-03
00158374,2020-05-03
00158375,2020-05-11
00158376,2020-06-05
00158504,2013-12-01
00158505,2013-12-01
00158506,2013-12-01
00158510,2014-12-01
00158513,2015-03-01
00158514,2015-04-01
00158516,2015-04-01
00158520,2015-04-01
00158522,2014-04-07
00158527,2014-04-07
00158533,2014-04-07
00158534,2015-04-01
00158544,2014-07-21
00158546,2014-07-21
00158551,2014-08-06
00158552,2014-08-06
00158553,2014-08-06
00158555,2014-08-06
00158559,2014-09-04
00158565,2016-06-01
00158568,2016-02-01
00158570,2016-02-01
00158572,2016-03-01
00158574,2016-04-01
00158585,2015-04-07
00158591,2016-05-01
00158592,2016-05-01
00158593,2016-05-01
00158595,2016-05-01
00158596,2016-07-01
00158597,2016-07-01
00158600,2016-09-01
00158605,2016-10-01
00158608,2016-10-01
00158609,2016-10-01
00158611,2016-11-01
00158613,2016-11-01
00158616,2016-12-01
00158618,2016-12-01
00158619,2016-12-01
00158620,2016-12-01
00158622,2016-01-14
00158623,2016-01-14
00158625,2016-01-14
00158627,2017-05-01
00158630,2017-05-01
00158632,2017-05-01
00158633,2017-05-01
00158635,2017-05-01
00158636,2017-05-01
00158637,2017-05-01
00158638,2017-06-01
00158639,2017-06-01
00158648,2017-08-01
00158656,2017-11-01
00158658,2017-11-01
00158659,2016-11-27
00158666,2017-12-01
00158667,2017-12-01
00158669,2017-12-01
00158671,2018-01-01
00158677,2018-05-01
00158680,2018-05-01
00158681,2018-05-01
00158682,2018-05-01
00158684,2018-05-01
00158687,2018-06-01
00158688,2018-06-01
00158689,2018-06-01
00158690,2017-06-01
00158691,2017-06-01
00158692,2017-06-01
00158693,2017-06-01
00158694,2017-06-01
00158695,2017-06-01
